Value,Count,Clip_OutRaster_LC20_BPS_220_tif,Clip_OutRaster_LC22_EVT_230_tif,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
4752,33758.000000000000000,1244,7127,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4753,9650.000000000000000,1238,9505,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4754,16.000000000000000,623,9328,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
4755,5657.000000000000000,1245,9505,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4756,1588471.000000000000000,1238,7127,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4757,103338.000000000000000,1239,7127,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4758,41713.000000000000000,1245,7299,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Developed-Roads,Developed-Roads
4759,34772.000000000000000,1244,7019,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Great Basin Pinyon-Juniper Woodland,Conifer
4760,1459.000000000000000,1244,9006,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
4761,19248.000000000000000,1244,9505,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4762,467.000000000000000,653,9503,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,99,-9999,-9999,99,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4763,8514.000000000000000,654,9503,11590_8_9,Rocky Mountain Montane Riparian Systems,Riparian,99,100,-9999,50,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4764,607.000000000000000,642,7019,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Great Basin Pinyon-Juniper Woodland,Conifer
4765,14739.000000000000000,1238,7960,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Western Cool Temperate Orchard,Agricultural
4766,59399.000000000000000,1238,9503,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4767,2040.000000000000000,1244,7960,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Orchard,Agricultural
4768,1287.000000000000000,1245,7901,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Urban Evergreen Forest,Developed
4769,676.000000000000000,654,7019,11590_8_9,Rocky Mountain Montane Riparian Systems,Riparian,99,100,-9999,50,Great Basin Pinyon-Juniper Woodland,Conifer
4770,69.000000000000000,1245,7960,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Orchard,Agricultural
4771,9801.000000000000000,642,9307,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4772,9895.000000000000000,1218,9828,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
4773,330.000000000000000,1218,9308,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
4774,86.000000000000000,1218,9011,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,North American Arid West Emergent Marsh,Riparian
4775,348.000000000000000,623,7145,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4776,126.000000000000000,623,7967,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,Western Cool Temperate Pasture and Hayland,Agricultural
4777,268973.000000000000000,1239,7964,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Row Crop,Agricultural
4778,853716.000000000000000,1239,7968,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Wheat,Agricultural
4779,2056.000000000000000,636,9011,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,North American Arid West Emergent Marsh,Riparian
4780,5.000000000000000,636,9329,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western North American Ruderal Wet Shrubland,Riparian
4781,641423.000000000000000,1239,7963,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
4782,1346.000000000000000,1245,7145,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4783,4568.000000000000000,1244,7923,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Developed Shrubland,Developed
4784,54.000000000000000,653,9327,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,99,-9999,-9999,99,Interior West Ruderal Riparian Forest,Riparian
4785,2470.000000000000000,1244,7145,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4786,2420.000000000000000,2711,7299,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Developed-Roads,Developed-Roads
4787,71.000000000000000,1218,7923,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Developed Shrubland,Developed
4788,6985.000000000000000,1218,7967,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Pasture and Hayland,Agricultural
4789,36877.000000000000000,1244,7297,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Developed-Medium Intensity,Developed-Medium Intensity
4790,4777.000000000000000,1218,7299,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Developed-Roads,Developed-Roads
4791,2266.000000000000000,1218,7904,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Urban Shrubland,Developed
4792,450.000000000000000,1218,7296,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Developed-Low Intensity,Developed-Low Intensity
4793,45.000000000000000,2711,7901,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Western Cool Temperate Urban Evergreen Forest,Developed
4794,23405.000000000000000,1246,9503,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4795,907.000000000000000,1229,7965,10610_18,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,76,45,-9999,28,Western Cool Temperate Close Grown Crop,Agricultural
4796,64.000000000000000,653,7019,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,99,-9999,-9999,99,Great Basin Pinyon-Juniper Woodland,Conifer
4797,34024.000000000000000,1238,7135,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Inter-Mountain Basins Semi-Desert Grassland,Grassland
4798,860.000000000000000,1218,7900,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Urban Deciduous Forest,Developed
4799,6333.000000000000000,1218,7966,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Fallow/Idle Cropland,Agricultural
4800,24469.000000000000000,1246,9828,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
4801,3.000000000000000,1218,9012,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
4802,19064.000000000000000,1246,9329,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Western North American Ruderal Wet Shrubland,Riparian
4803,233.000000000000000,636,9828,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
4804,587.000000000000000,2711,9308,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
4805,8654.000000000000000,1230,9309,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
4806,1916.000000000000000,636,7967,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Pasture and Hayland,Agricultural
4807,6301.000000000000000,1239,9307,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4808,16605.000000000000000,1244,9005,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Alkaline Closed Depression,Riparian
4809,6.000000000000000,654,9327,11590_8_9,Rocky Mountain Montane Riparian Systems,Riparian,99,100,-9999,50,Interior West Ruderal Riparian Forest,Riparian
4810,1.000000000000000,636,7165,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
4811,57264.000000000000000,1239,7079,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
4812,1.000000000000000,652,7297,11530_7_8_9,Inter-Mountain Basins Greasewood Flat,Shrubland,1019,-9999,-9999,1019,Developed-Medium Intensity,Developed-Medium Intensity
4813,1.000000000000000,636,7053,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
4814,172118.000000000000000,636,7017,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Columbia Plateau Western Juniper Woodland and Savanna,Conifer
4815,115524.000000000000000,1244,9307,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4816,4.000000000000000,653,7135,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,99,-9999,-9999,99,Inter-Mountain Basins Semi-Desert Grassland,Grassland
4817,31.000000000000000,623,9307,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4818,197.000000000000000,636,7963,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
4819,1.000000000000000,642,7902,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Western Cool Temperate Urban Mixed Forest,Developed
4820,11842.000000000000000,1246,7299,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Developed-Roads,Developed-Roads
4821,1085.000000000000000,636,7966,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Fallow/Idle Cropland,Agricultural
4822,200407.000000000000000,1238,7079,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
4823,3.000000000000000,635,7127,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4824,250.000000000000000,642,9503,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4825,8774.000000000000000,642,7081,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4826,40106.000000000000000,2711,7080,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
4827,302309.000000000000000,1238,7081,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4828,2640.000000000000000,2711,9828,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
4829,157.000000000000000,626,7081,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,184,107,32,22,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4830,5814.000000000000000,2711,7966,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Western Cool Temperate Fallow/Idle Cropland,Agricultural
4831,1.000000000000000,640,9503,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,Grassland,39,-9999,-9999,39,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4832,4302.000000000000000,1245,7903,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Urban Herbaceous,Developed
4833,2887.000000000000000,636,7081,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4834,36.000000000000000,653,9307,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,99,-9999,-9999,99,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4835,51.000000000000000,642,9829,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Western North American Ruderal Wet Meadow & Marsh,Riparian
4836,1493.000000000000000,2711,9336,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
4837,20.000000000000000,636,7139,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
4838,2.000000000000000,640,7153,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,Grassland,39,-9999,-9999,39,Inter-Mountain Basins Greasewood Flat,Shrubland
4839,24.000000000000000,636,9829,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western North American Ruderal Wet Meadow & Marsh,Riparian
4840,2943.000000000000000,1238,7922,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Western Cool Temperate Developed Mixed Forest,Developed
4841,1999.000000000000000,1238,7961,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Western Cool Temperate Vineyard,Agricultural
4842,268.000000000000000,1244,7961,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Vineyard,Agricultural
4843,10164.000000000000000,1246,7019,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Great Basin Pinyon-Juniper Woodland,Conifer
4844,202.000000000000000,623,7299,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,Developed-Roads,Developed-Roads
4845,1297.000000000000000,642,7079,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
4846,5395.000000000000000,1238,9512,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
4847,189.000000000000000,636,7968,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Wheat,Agricultural
4848,49.000000000000000,653,7081,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,99,-9999,-9999,99,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4849,59.000000000000000,636,9006,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
4850,2079.000000000000000,1229,7299,10610_18,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,76,45,-9999,28,Developed-Roads,Developed-Roads
4851,132.000000000000000,2711,9307,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4852,7914.000000000000000,2711,7968,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Western Cool Temperate Wheat,Agricultural
4853,8151.000000000000000,1244,7298,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Developed-High Intensity,Developed-High Intensity
4854,6.000000000000000,652,9006,11530_7_8_9,Inter-Mountain Basins Greasewood Flat,Shrubland,1019,-9999,-9999,1019,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
4855,10127.000000000000000,1238,9327,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Interior West Ruderal Riparian Forest,Riparian
4856,4481.000000000000000,636,9307,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4857,13710.000000000000000,1245,7019,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Great Basin Pinyon-Juniper Woodland,Conifer
4858,51854.000000000000000,1245,9828,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
4859,1114.000000000000000,1245,7127,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4860,29.000000000000000,654,7081,11590_8_9,Rocky Mountain Montane Riparian Systems,Riparian,99,100,-9999,50,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4861,686.000000000000000,1244,7921,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Developed Evergreen Forest,Developed
4862,5.000000000000000,629,7081,10531_1_7_8_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Conifer,273,78,19,14,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4863,50268.000000000000000,1244,9327,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Interior West Ruderal Riparian Forest,Riparian
4864,148.000000000000000,1229,7967,10610_18,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,76,45,-9999,28,Western Cool Temperate Pasture and Hayland,Agricultural
4865,32.000000000000000,642,9327,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Interior West Ruderal Riparian Forest,Riparian
4866,516.000000000000000,1246,7127,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4867,2682.000000000000000,1244,7135,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Semi-Desert Grassland,Grassland
4868,23893.000000000000000,1238,9005,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Inter-Mountain Basins Alkaline Closed Depression,Riparian
4869,666.000000000000000,636,7153,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Inter-Mountain Basins Greasewood Flat,Shrubland
4870,4457.000000000000000,636,7019,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Great Basin Pinyon-Juniper Woodland,Conifer
4871,997.000000000000000,1239,7924,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Developed Herbaceous,Developed
4872,14132.000000000000000,1239,7296,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Developed-Low Intensity,Developed-Low Intensity
4873,260.000000000000000,654,9307,11590_8_9,Rocky Mountain Montane Riparian Systems,Riparian,99,100,-9999,50,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4874,8.000000000000000,636,7901,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Urban Evergreen Forest,Developed
4875,178.000000000000000,636,7964,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Row Crop,Agricultural
4876,1.000000000000000,637,7297,10800_1_7_8_9,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,101,-9999,-9999,101,Developed-Medium Intensity,Developed-Medium Intensity
4877,3446.000000000000000,1238,7295,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
4878,12347.000000000000000,2711,7125,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
4879,59.000000000000000,642,7135,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Inter-Mountain Basins Semi-Desert Grassland,Grassland
4880,60808.000000000000000,1245,7968,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Wheat,Agricultural
4881,2067.000000000000000,636,7145,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4882,6916.000000000000000,31,9032,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Columbia Plateau Ash and Tuff Badland,Sparsely Vegetated
4883,6653.000000000000000,1229,7145,10610_18,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,76,45,-9999,28,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4884,48435.000000000000000,1245,7964,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Row Crop,Agricultural
4885,197.000000000000000,2711,9032,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Columbia Plateau Ash and Tuff Badland,Sparsely Vegetated
4886,233.000000000000000,1229,9336,10610_18,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,76,45,-9999,28,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
4887,9486.000000000000000,1218,7968,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Wheat,Agricultural
4888,339551.000000000000000,1239,7019,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Great Basin Pinyon-Juniper Woodland,Conifer
4889,22168.000000000000000,1246,9327,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Interior West Ruderal Riparian Forest,Riparian
4890,6582.000000000000000,1239,7297,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Developed-Medium Intensity,Developed-Medium Intensity
