Value,Count,Clip_OutRaster_LC20_BPS_220_tif,Clip_OutRaster_LC22_EVT_230_tif,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
11192,6.000000000000000,1079,9018,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
11193,5.000000000000000,1104,7106,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
11194,1.000000000000000,997,7145,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
11195,9.000000000000000,1094,7115,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Inter-Mountain Basins Juniper Savanna,Conifer
11196,10.000000000000000,1079,7250,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
11197,2.000000000000000,1104,7250,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
11198,4.000000000000000,1090,7250,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
11199,1.000000000000000,883,7968,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,Western Cool Temperate Wheat,Agricultural
11200,3.000000000000000,1088,7250,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
11201,5.000000000000000,1087,7250,10610_8_9_17,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,68,44,-9999,27,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
11202,14.000000000000000,1079,9336,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
11203,12.000000000000000,1106,7125,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,-9999,-9999,40,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
11204,1.000000000000000,1106,9309,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,-9999,-9999,40,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
11205,1.000000000000000,994,7125,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
11206,3.000000000000000,1106,7126,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,-9999,-9999,40,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
11207,8.000000000000000,2709,7012,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11208,68.000000000000000,905,9008,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271,-9999,79,61,Inter-Mountain Basins Playa,Sparsely Vegetated
11209,6.000000000000000,1088,9336,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
11210,10.000000000000000,1079,7052,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11211,1.000000000000000,1106,7080,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,-9999,-9999,40,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
11212,1.000000000000000,1106,9828,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,-9999,-9999,40,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
11213,9.000000000000000,1090,9519,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11214,3.000000000000000,1106,7012,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,-9999,-9999,40,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11215,5.000000000000000,898,7056,11260_22,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,86,-9999,-9999,86,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
11216,4.000000000000000,1104,9519,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11217,1.000000000000000,1087,7052,10610_8_9_17,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,68,44,-9999,27,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11218,8.000000000000000,1109,7051,11590_12_17,Rocky Mountain Montane Riparian Systems,Riparian,379,-9999,-9999,379,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11219,1.000000000000000,1000,9022,11450_16,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
11220,1.000000000000000,880,9519,10160_22,Colorado Plateau Pinyon-Juniper Woodland,Conifer,458,215,3310,140,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11221,1.000000000000000,1094,7061,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
11222,2.000000000000000,1094,7011,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Rocky Mountain Aspen Forest and Woodland,Hardwood
11223,6.000000000000000,1090,7012,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11224,2.000000000000000,1088,7115,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Inter-Mountain Basins Juniper Savanna,Conifer
11225,7.000000000000000,1088,7107,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
11226,3.000000000000000,907,7080,11660_22,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,207,53,138,32,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
11227,42.000000000000000,1084,7052,10520_17,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,184,91,72,33,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11228,1.000000000000000,1081,9519,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,865,898,-9999,440,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11229,2.000000000000000,1087,7051,10610_8_9_17,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,68,44,-9999,27,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11230,2.000000000000000,1102,7051,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11231,11.000000000000000,988,9328,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
11232,1.000000000000000,967,7968,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,Western Cool Temperate Wheat,Agricultural
11233,1.000000000000000,1109,7052,11590_12_17,Rocky Mountain Montane Riparian Systems,Riparian,379,-9999,-9999,379,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11234,2.000000000000000,1088,7052,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11235,2.000000000000000,1094,7051,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11236,1.000000000000000,986,7963,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
11237,3.000000000000000,988,7903,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Western Cool Temperate Urban Herbaceous,Developed
11238,4.000000000000000,1005,7127,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
11239,4.000000000000000,1094,7967,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Western Cool Temperate Pasture and Hayland,Agricultural
11240,6.000000000000000,1088,7966,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Western Cool Temperate Fallow/Idle Cropland,Agricultural
11241,5.000000000000000,891,7081,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
11242,1.000000000000000,1104,9017,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
11243,2.000000000000000,1088,9519,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11244,2.000000000000000,1104,9019,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian
11245,2.000000000000000,1079,9519,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11246,5.000000000000000,1102,7103,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Great Basin Semi-Desert Chaparral,Shrubland
11247,5.000000000000000,2707,9307,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
11248,3.000000000000000,986,7968,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Western Cool Temperate Wheat,Agricultural
11249,1.000000000000000,1079,9019,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian
11250,10.000000000000000,1109,7963,11590_12_17,Rocky Mountain Montane Riparian Systems,Riparian,379,-9999,-9999,379,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
11251,4.000000000000000,986,9307,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
11252,1.000000000000000,978,9011,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,Hardwood-Conifer,70,60,-9999,32,North American Arid West Emergent Marsh,Riparian
11253,3.000000000000000,1005,9021,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
11254,1.000000000000000,970,9019,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian
11255,1.000000000000000,1104,7115,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Inter-Mountain Basins Juniper Savanna,Conifer
11256,2.000000000000000,1088,7086,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
11257,1.000000000000000,1001,9829,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,Western North American Ruderal Wet Meadow & Marsh,Riparian
11258,4.000000000000000,978,9829,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,Hardwood-Conifer,70,60,-9999,32,Western North American Ruderal Wet Meadow & Marsh,Riparian
11259,28.000000000000000,1004,7107,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
11260,25.000000000000000,997,7135,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Inter-Mountain Basins Semi-Desert Grassland,Grassland
11261,13.000000000000000,988,7968,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Western Cool Temperate Wheat,Agricultural
11262,3.000000000000000,1077,7967,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Pasture and Hayland,Agricultural
11263,2.000000000000000,1077,7965,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Close Grown Crop,Agricultural
11264,3.000000000000000,1077,7968,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Wheat,Agricultural
11265,1.000000000000000,1000,7297,11450_16,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Developed-Medium Intensity,Developed-Medium Intensity
11266,4.000000000000000,974,9017,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,214,7242,-9999,208,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
11267,4.000000000000000,977,9022,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
11268,434.000000000000000,966,7107,10120_16_27,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,136,82,-9999,51,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
11269,26.000000000000000,1079,7299,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Developed-Roads,Developed-Roads
11270,2.000000000000000,1079,7968,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Western Cool Temperate Wheat,Agricultural
11271,424.000000000000000,995,7107,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Shrubland,49,-9999,-9999,49,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
11272,10.000000000000000,904,7967,11530_20_22_29_30,Inter-Mountain Basins Greasewood Flat,Shrubland,207,-9999,-9999,207,Western Cool Temperate Pasture and Hayland,Agricultural
11273,23.000000000000000,904,7965,11530_20_22_29_30,Inter-Mountain Basins Greasewood Flat,Shrubland,207,-9999,-9999,207,Western Cool Temperate Close Grown Crop,Agricultural
11274,167.000000000000000,997,9328,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
11275,1.000000000000000,986,9336,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
11276,1.000000000000000,1004,7960,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,Western Cool Temperate Orchard,Agricultural
11277,1.000000000000000,968,7126,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,865,898,-9999,440,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
11278,3.000000000000000,988,7297,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Developed-Medium Intensity,Developed-Medium Intensity
11279,8.000000000000000,1079,7963,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
11280,3.000000000000000,988,9336,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
11281,1.000000000000000,1079,7903,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Western Cool Temperate Urban Herbaceous,Developed
11282,58.000000000000000,997,7107,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
11283,11.000000000000000,988,7107,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
11284,11.000000000000000,904,7904,11530_20_22_29_30,Inter-Mountain Basins Greasewood Flat,Shrubland,207,-9999,-9999,207,Western Cool Temperate Urban Shrubland,Developed
11285,2.000000000000000,1003,9829,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,378,-9999,-9999,378,Western North American Ruderal Wet Meadow & Marsh,Riparian
11286,9.000000000000000,979,9021,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
11287,13.000000000000000,1003,7012,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,378,-9999,-9999,378,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11288,1.000000000000000,1005,7145,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
11289,7.000000000000000,904,7966,11530_20_22_29_30,Inter-Mountain Basins Greasewood Flat,Shrubland,207,-9999,-9999,207,Western Cool Temperate Fallow/Idle Cropland,Agricultural
11290,1.000000000000000,1079,7900,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Western Cool Temperate Urban Deciduous Forest,Developed
11291,4.000000000000000,1079,7103,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,Great Basin Semi-Desert Chaparral,Shrubland
11292,2.000000000000000,988,9003,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
